Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
HOXC-AS2,0.106447,0.0,3.802636,3.95795
AMY2A,5.630157,5.998,1.037999,1.0215
SLC22A31,4.640867,3.1699,1.28966,1.0
PIK3CD-AS2,1.479573,1.585,5.176399,5.2854
RP5-1119A7.17,8.342944,8.5038,4.051882,4.1287
NEURL1,11.024066,11.5135,7.143589,7.2431
BRIP1,3.655315,3.585,7.722882,7.8392
RPH3A,11.502009,11.8815,9.144748,9.28885
NAPSB,4.942231,4.7549,9.46974,9.8029
HS6ST3,9.123952,9.2119,6.520902,6.6439
APOBEC3C,5.995833,6.0875,10.316836,10.3794
HRH1,6.405484,6.8074,10.549198,10.68165
GAS2L1P2,5.095429,5.2479,1.805556,2.0
POLQ,3.340432,3.3219,7.026057,7.0875
KSR2,9.259514,9.6265,4.947876,4.9376
DEPDC1,2.070893,2.0,8.348775,8.5012
NEUROD6,5.845191,6.375,2.629675,2.585
SLC6A15,9.211079,9.4778,5.845737,5.9307
NAP1L2,10.605799,10.8202,8.081038,8.32415
IL1RN,3.213313,3.1699,6.761311,6.9425
