Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
C5orf46,1.552828,1.585,6.460967,6.7004
MATN4,6.883146,7.0334,3.500901,3.585
KIF18B,2.632723,2.3219,7.953974,8.1189
NPTX1,3.360632,3.3219,8.584427,8.9629
LYPD2,0.526316,0.0,4.277785,4.0875
APLNR,5.819041,5.7279,10.455338,10.6312
KIF14,2.275735,2.0,7.415608,7.6294
AQP5,4.384726,4.3219,10.216476,10.9506
CEMIP,4.309616,4.1699,10.997074,11.2096
RP11-678G14.3,6.593853,6.6582,3.562636,3.585
HOMER2,12.277754,12.4863,10.267068,10.4737
B3GNT3,6.202841,6.2668,11.732372,11.9873
MUC3A,6.343032,5.9773,11.65928,11.9138
RP11-386M24.6,6.54855,6.6294,4.472066,4.4594
KERA,0.162002,0.0,4.364158,4.6439
CH17-360D5.2,1.514239,1.585,7.577115,8.0295
RP11-815J4.5,3.464097,3.585,0.357258,0.0
DKK2,1.902942,1.585,7.197672,7.2668
HES2,1.166457,1.0,6.221522,6.2479
CDX1,0.950561,1.0,5.290815,5.0
BCL2A1,2.910442,2.8074,7.897031,8.0912
FCER1A,1.978946,2.0,6.859297,7.0
B2M,13.220396,13.3058,17.00701,17.0504
SHH,2.611472,2.585,8.932338,9.3015
HECW1,1.196903,1.0,5.961376,6.0661
REG1P,12.385802,12.6243,4.536149,3.4594
CCL15,0.881277,0.0,6.04382,6.2557
ITIH4,10.625978,10.7026,8.657494,8.6736
IGHV4-4,0.654032,0.0,4.948348,5.2319
RAET1L,1.007611,1.0,5.608794,5.7153
REG1B,17.062444,17.7014,8.823975,8.5661
MST1L,10.546967,10.6384,8.581327,8.8616
RP11-492E3.2,1.097834,1.0,5.581444,5.6147
HOXB9,0.566751,0.0,6.969667,7.5774
RP11-781P6.1,4.551895,4.7247,0.91597,0.0
IGKV1-5,2.892611,2.8074,9.191355,9.2945
GOLGA8A,12.440105,12.5515,10.862549,11.1434
CORO2A,4.630399,4.585,11.192179,11.2485
GJB6,1.373354,1.585,5.422652,5.4263
WFDC3,1.857832,2.0,5.995877,6.1497
LINC00930,5.763196,5.8329,3.340446,3.1699
KRT19,9.203271,9.3151,15.67192,16.1141
SLC6A14,1.508846,1.0,10.081571,10.6119
RP3-439F8.1,0.764693,1.0,5.042809,5.0875
AC012314.8,7.273987,7.3833,4.701797,4.7153
BPIFB1,0.947028,1.0,7.376038,7.7279
HS3ST1,4.754598,4.7549,10.675866,10.8265
EDNRA,5.530063,5.4919,10.494721,10.6795
KRT20,1.121217,1.0,5.323141,4.2479
COMP,5.77898,5.8329,12.063606,12.5088
AC114730.11,4.930843,5.0374,3.072559,3.3434
COL8A2,5.248245,5.2854,10.545754,10.7099
TRIM54,3.313212,3.1699,7.712899,8.0389
NQO1,6.889429,6.9051,13.004852,13.2436
PLA2G7,2.724491,2.8074,8.271461,8.375
NRTN,7.383558,7.5392,5.66306,5.7004
GJB3,2.773269,2.8074,10.240699,10.8478
IGKV2-30,1.338037,1.0566,5.730745,5.8875
